1.962000000000000000e+03,1.000000000000000000e+00,1.345999999999999943e+02,1.250000000000000000e+01,2.200000000000000000e+01
1.962000000000000000e+03,2.000000000000000000e+00,7.720000000000000284e+01,1.119999999999999929e+01,1.700000000000000000e+01
1.962000000000000000e+03,3.000000000000000000e+00,7.359999999999999432e+01,1.340000000000000036e+01,1.300000000000000000e+01
1.962000000000000000e+03,4.000000000000000000e+00,6.859999999999999432e+01,2.060000000000000142e+01,1.700000000000000000e+01
1.962000000000000000e+03,5.000000000000000000e+00,8.070000000000000284e+01,2.269999999999999929e+01,1.600000000000000000e+01
1.962000000000000000e+03,6.000000000000000000e+00,5.020000000000000284e+01,2.830000000000000071e+01,1.100000000000000000e+01
1.962000000000000000e+03,7.000000000000000000e+00,9.220000000000000284e+01,1.850000000000000000e+01,1.500000000000000000e+01
1.962000000000000000e+03,8.000000000000000000e+00,9.940000000000000568e+01,2.580000000000000071e+01,1.900000000000000000e+01
1.962000000000000000e+03,9.000000000000000000e+00,1.224000000000000057e+02,3.110000000000000142e+01,1.900000000000000000e+01
1.962000000000000000e+03,1.000000000000000000e+01,4.260000000000000142e+01,1.509999999999999964e+01,1.200000000000000000e+01
1.962000000000000000e+03,1.100000000000000000e+01,1.055000000000000000e+02,2.369999999999999929e+01,1.400000000000000000e+01
1.962000000000000000e+03,1.200000000000000000e+01,8.640000000000000568e+01,2.360000000000000142e+01,1.800000000000000000e+01
1.963000000000000000e+03,1.000000000000000000e+00,3.479999999999999716e+01,1.490000000000000036e+01,1.300000000000000000e+01
1.963000000000000000e+03,2.000000000000000000e+00,9.600000000000000000e+01,1.969999999999999929e+01,1.100000000000000000e+01
1.963000000000000000e+03,3.000000000000000000e+00,2.125000000000000000e+02,3.050000000000000000e+01,2.500000000000000000e+01
1.963000000000000000e+03,4.000000000000000000e+00,1.137000000000000028e+02,2.919999999999999929e+01,2.000000000000000000e+01
1.963000000000000000e+03,5.000000000000000000e+00,5.389999999999999858e+01,7.599999999999999645e+00,1.900000000000000000e+01
1.963000000000000000e+03,6.000000000000000000e+00,4.620000000000000284e+01,8.599999999999999645e+00,1.500000000000000000e+01
1.963000000000000000e+03,7.000000000000000000e+00,7.659999999999999432e+01,1.689999999999999858e+01,1.400000000000000000e+01
1.963000000000000000e+03,8.000000000000000000e+00,1.042999999999999972e+02,4.060000000000000142e+01,2.200000000000000000e+01
1.963000000000000000e+03,9.000000000000000000e+00,3.950000000000000000e+01,8.800000000000000711e+00,1.600000000000000000e+01
1.963000000000000000e+03,1.000000000000000000e+01,1.430999999999999943e+02,5.600000000000000000e+01,2.100000000000000000e+01
1.963000000000000000e+03,1.100000000000000000e+01,2.069000000000000057e+02,3.520000000000000284e+01,2.400000000000000000e+01
1.963000000000000000e+03,1.200000000000000000e+01,1.129000000000000057e+02,3.700000000000000000e+01,1.700000000000000000e+01
1.964000000000000000e+03,1.000000000000000000e+00,3.589999999999999858e+01,1.259999999999999964e+01,1.700000000000000000e+01
1.964000000000000000e+03,2.000000000000000000e+00,1.664000000000000057e+02,4.629999999999999716e+01,1.900000000000000000e+01
1.964000000000000000e+03,3.000000000000000000e+00,2.339000000000000057e+02,2.869999999999999929e+01,2.000000000000000000e+01
1.964000000000000000e+03,4.000000000000000000e+00,8.290000000000000568e+01,1.660000000000000142e+01,2.000000000000000000e+01
1.964000000000000000e+03,5.000000000000000000e+00,1.067000000000000028e+02,1.710000000000000142e+01,2.100000000000000000e+01
1.964000000000000000e+03,6.000000000000000000e+00,8.979999999999999716e+01,1.810000000000000142e+01,1.600000000000000000e+01
1.964000000000000000e+03,7.000000000000000000e+00,7.150000000000000000e+01,2.219999999999999929e+01,1.600000000000000000e+01
1.964000000000000000e+03,8.000000000000000000e+00,1.345999999999999943e+02,6.370000000000000284e+01,1.600000000000000000e+01
1.964000000000000000e+03,9.000000000000000000e+00,7.559999999999999432e+01,2.669999999999999929e+01,1.700000000000000000e+01
1.964000000000000000e+03,1.000000000000000000e+01,8.020000000000000284e+01,1.309999999999999964e+01,1.900000000000000000e+01
1.964000000000000000e+03,1.100000000000000000e+01,7.390000000000000568e+01,2.100000000000000000e+01,1.500000000000000000e+01
1.964000000000000000e+03,1.200000000000000000e+01,1.520999999999999943e+02,3.829999999999999716e+01,1.900000000000000000e+01
1.965000000000000000e+03,1.000000000000000000e+00,1.415999999999999943e+02,3.100000000000000000e+01,1.900000000000000000e+01
1.965000000000000000e+03,2.000000000000000000e+00,5.900000000000000355e+00,2.299999999999999822e+00,6.000000000000000000e+00
1.965000000000000000e+03,3.000000000000000000e+00,1.325999999999999943e+02,2.010000000000000142e+01,1.700000000000000000e+01
1.965000000000000000e+03,4.000000000000000000e+00,9.840000000000000568e+01,2.760000000000000142e+01,1.900000000000000000e+01
1.965000000000000000e+03,5.000000000000000000e+00,1.005000000000000000e+02,2.500000000000000000e+01,1.900000000000000000e+01
1.965000000000000000e+03,6.000000000000000000e+00,1.288000000000000114e+02,2.680000000000000071e+01,2.000000000000000000e+01
1.965000000000000000e+03,7.000000000000000000e+00,9.829999999999999716e+01,1.780000000000000071e+01,1.700000000000000000e+01
1.965000000000000000e+03,8.000000000000000000e+00,7.900000000000000000e+01,2.039999999999999858e+01,1.700000000000000000e+01
1.965000000000000000e+03,9.000000000000000000e+00,9.409999999999999432e+01,5.179999999999999716e+01,1.900000000000000000e+01
1.965000000000000000e+03,1.000000000000000000e+01,3.539999999999999858e+01,1.069999999999999929e+01,1.200000000000000000e+01
1.965000000000000000e+03,1.100000000000000000e+01,2.069000000000000057e+02,6.990000000000000568e+01,2.200000000000000000e+01
1.965000000000000000e+03,1.200000000000000000e+01,1.961999999999999886e+02,2.880000000000000071e+01,2.300000000000000000e+01
1.966000000000000000e+03,1.000000000000000000e+00,2.098000000000000114e+02,4.279999999999999716e+01,2.100000000000000000e+01
1.966000000000000000e+03,2.000000000000000000e+00,2.998999999999999773e+02,4.350000000000000000e+01,2.700000000000000000e+01
1.966000000000000000e+03,3.000000000000000000e+00,3.760000000000000142e+01,9.800000000000000711e+00,1.700000000000000000e+01
1.966000000000000000e+03,4.000000000000000000e+00,2.355999999999999943e+02,3.660000000000000142e+01,2.100000000000000000e+01
1.966000000000000000e+03,5.000000000000000000e+00,8.090000000000000568e+01,1.380000000000000071e+01,1.700000000000000000e+01
1.966000000000000000e+03,6.000000000000000000e+00,1.022000000000000028e+02,2.030000000000000071e+01,1.900000000000000000e+01
1.966000000000000000e+03,7.000000000000000000e+00,2.130000000000000071e+01,1.069999999999999929e+01,1.000000000000000000e+01
1.966000000000000000e+03,8.000000000000000000e+00,9.000000000000000000e+01,1.850000000000000000e+01,1.900000000000000000e+01
1.966000000000000000e+03,9.000000000000000000e+00,8.259999999999999432e+01,3.439999999999999858e+01,1.300000000000000000e+01
1.966000000000000000e+03,1.000000000000000000e+01,2.321999999999999886e+02,3.429999999999999716e+01,1.900000000000000000e+01
1.966000000000000000e+03,1.100000000000000000e+01,3.760000000000000142e+01,6.700000000000000178e+00,1.700000000000000000e+01
1.966000000000000000e+03,1.200000000000000000e+01,8.440000000000000568e+01,1.190000000000000036e+01,2.300000000000000000e+01
1.967000000000000000e+03,1.000000000000000000e+00,1.214000000000000057e+02,2.030000000000000071e+01,1.700000000000000000e+01
1.967000000000000000e+03,2.000000000000000000e+00,1.361999999999999886e+02,2.669999999999999929e+01,1.800000000000000000e+01
1.967000000000000000e+03,3.000000000000000000e+00,3.410000000000000142e+01,6.099999999999999645e+00,1.700000000000000000e+01
1.967000000000000000e+03,4.000000000000000000e+00,1.810000000000000142e+01,9.099999999999999645e+00,7.000000000000000000e+00
1.967000000000000000e+03,5.000000000000000000e+00,1.346999999999999886e+02,2.000000000000000000e+01,2.500000000000000000e+01
1.967000000000000000e+03,6.000000000000000000e+00,3.589999999999999858e+01,1.119999999999999929e+01,7.000000000000000000e+00
1.967000000000000000e+03,7.000000000000000000e+00,9.929999999999999716e+01,1.860000000000000142e+01,1.900000000000000000e+01
1.967000000000000000e+03,8.000000000000000000e+00,1.019000000000000057e+02,2.539999999999999858e+01,1.800000000000000000e+01
1.967000000000000000e+03,9.000000000000000000e+00,1.480000000000000000e+02,3.550000000000000000e+01,2.000000000000000000e+01
1.967000000000000000e+03,1.000000000000000000e+01,1.510999999999999943e+02,2.660000000000000142e+01,2.500000000000000000e+01
